,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
22,51.075,2635.6,24.384,50.047,3104,23.627,65.847,226.56,340.84,94.781,77.197,32.432,8.8924,26.502,7.0374,18.488,1.6771,32.904,13.935,23.716,1.1818,18.601
23,50.499,2635.9,25.406,48.454,3103,22.05,65.846,230.39,340.53,94.742,77.517,32.177,9.0918,26.437,6.6028,18.797,1.6618,32.892,13.873,23.703,1.3482,18.575
24,49.209,2631.3,22.927,49.916,3102,23.085,65.802,230.19,340.23,94.859,76.774,32.177,9.0918,26.437,6.6028,18.797,1.6618,32.892,13.873,23.703,1.3482,18.575
25,49.243,2631.3,24.506,49.415,3101.8,23.058,65.676,228.06,340.4,94.637,76.834,31.691,8.9499,26.86,6.8229,18.58,1.6545,33.359,13.716,23.964,1.1544,18.654
26,50.171,2629.9,24.785,49.966,3101.7,21.965,65.558,230.88,339.93,94.544,77.315,31.691,8.9499,26.86,6.8229,18.58,1.6545,33.359,13.716,23.964,1.1544,18.654
27,50.411,2634.8,25.387,52.014,3104,22.889,65.562,234.24,340.23,94.44,77.324,32.172,9.0265,26.684,6.6783,18.711,1.6771,32.961,13.781,24.494,1.1573,18.893
28,48.435,2634.4,26.125,49.067,3105.7,23.667,65.63,234.03,340,94.522,77.002,32.172,9.0265,26.684,6.6783,18.711,1.6771,32.961,13.781,24.494,1.1573,18.893
29,49.395,2635.7,24.488,50.479,3106.2,23.287,65.659,234.53,340.3,94.427,77.716,31.765,8.8825,26.505,6.6806,19.084,1.652,33.002,14.109,24.214,1.1594,18.635
30,50.824,2638,23.023,48.735,3108.5,22.266,65.8,233.92,339.82,94.301,77.963,31.765,8.8825,26.505,6.6806,19.084,1.652,33.002,14.109,24.214,1.1594,18.635
31,52.085,2633.5,26.252,50.713,3105.4,23.456,65.915,233.43,339.59,94.381,77.19,31.557,8.8226,26.497,7.2306,18.686,1.6458,32.699,13.791,24.223,1.1541,18.579
32,49.633,2628.2,26.957,48.698,3100.8,22.459,65.9,231.4,339.66,94.353,77.036,31.557,8.8226,26.497,7.2306,18.686,1.6458,32.699,13.791,24.223,1.1541,18.579
33,49.54,2628.9,23.436,49.808,3099.6,23.311,65.845,233.47,339.93,94.674,77.282,31.937,8.8175,26.525,6.9219,18.761,1.6783,32.832,13.804,24.173,1.22,17.922
34,50.609,2632.6,25.27,49.967,3102,23.919,65.852,233.95,340.41,94.712,77.436,31.937,8.8175,26.525,6.9219,18.761,1.6783,32.832,13.804,24.173,1.22,17.922
35,49.929,2637.4,26.609,50.851,3105.2,24.027,65.888,233.05,340.89,94.752,77.545,32.047,8.9929,26.526,7.1471,18.868,1.638,33.052,13.92,24.469,1.3277,18.819
36,51.457,2635.6,25.368,51.084,3106.1,22.815,65.91,231.9,340.94,94.529,76.929,32.047,8.9929,26.526,7.1471,18.868,1.638,33.052,13.92,24.469,1.3277,18.819
37,48.999,2634.5,26.863,49.81,3102.7,22,65.837,233.98,341.59,94.794,77.299,32.066,8.8959,26.128,6.7457,18.267,1.6734,32.907,13.599,24.091,1.1762,18.373
38,48.221,2636,26.57,50.403,3103.6,23.174,65.786,233.15,342.11,94.808,77.488,32.066,8.8959,26.128,6.7457,18.267,1.6734,32.907,13.599,24.091,1.1762,18.373
39,47.46,2640.1,25.942,49.191,3108.5,21.906,65.786,235.23,341.54,94.566,77.173,31.841,8.8979,26.523,7.0515,18.56,1.6657,33.29,13.827,23.673,1.3074,19.006
40,49.617,2640.1,24.557,48.026,3108,23.223,65.797,233.43,341.98,94.589,77.122,31.841,8.8979,26.523,7.0515,18.56,1.6657,33.29,13.827,23.673,1.3074,19.006
41,50.485,2637.4,25.199,49.09,3107.2,23.274,65.761,237.55,341.49,94.472,77.405,32.243,8.8163,26.475,6.6745,19.121,1.6349,32.799,13.809,24.203,1.3328,19.116
42,50.658,2641.3,25.108,49.722,3108,23.669,65.783,234.32,342.36,94.717,77.455,32.243,8.8163,26.475,6.6745,19.121,1.6349,32.799,13.809,24.203,1.3328,19.116
43,49.776,2641.3,25.142,48.849,3108.9,23.198,65.855,233.66,342.07,94.404,77.436,32.031,8.8595,26.401,6.9426,19.276,1.6543,33.195,13.861,23.269,1.4255,18.361
44,51.746,2637.2,24.731,49.46,3105.5,23.409,65.879,233.89,341.68,94.498,77.197,32.031,8.8595,26.401,6.9426,19.276,1.6543,33.195,13.861,23.269,1.4255,18.361
45,50.006,2635,24.972,51.418,3103.4,23.5,65.86,235.01,341.6,94.378,77.259,32.48,8.7582,25.973,6.8983,18.838,1.689,33.033,13.83,24.058,1.0068,19.173
46,49.486,2632.7,24.248,49.313,3100.9,22.73,65.849,236.99,341.51,94.724,77.007,32.48,8.7582,25.973,6.8983,18.838,1.689,33.033,13.83,24.058,1.0068,19.173
47,51.034,2630.8,24.789,51.752,3097.4,23.324,65.805,237.47,342.53,94.715,77.192,32.258,8.9224,26.184,6.8791,18.403,1.6917,32.679,13.796,24.076,1.3217,18.224
48,49.369,2632.7,22.988,48.091,3099.2,23.091,65.789,236.7,342.38,94.692,77.585,32.258,8.9224,26.184,6.8791,18.403,1.6917,32.679,13.796,24.076,1.3217,18.224
49,49.968,2634.1,26.203,49.003,3102.7,23.806,65.835,236.22,341.8,94.637,77.527,32,9.0419,26.346,6.8014,18.541,1.6837,32.915,13.938,24.241,1.2104,18.715
50,49.916,2636.9,23.735,50.068,3104,23.197,65.927,237.02,341.68,94.537,77.839,32,9.0419,26.346,6.8014,18.541,1.6837,32.915,13.938,24.241,1.2104,18.715
51,50.854,2640.2,25.617,50.39,3107.8,21.918,66.009,234.3,341.95,94.464,77.841,31.86,8.9052,26.469,6.972,18.77,1.6574,33.155,13.859,23.529,1.2383,18.681
52,51.438,2634.4,25.394,50.511,3104.3,22.61,66.047,234.06,341.34,94.39,77.015,31.86,8.9052,26.469,6.972,18.77,1.6574,33.155,13.859,23.529,1.2383,18.681
53,49.206,2632.2,26.752,48.826,3099.5,22.258,65.977,236.31,341.91,94.599,77.127,32.192,8.9299,26.68,6.838,18.364,1.6549,33.137,13.664,23.799,1.0563,18.553
54,48.384,2632.5,24.759,49.333,3098.9,23.268,65.894,235.27,342.26,94.757,77.115,32.192,8.9299,26.68,6.838,18.364,1.6549,33.137,13.664,23.799,1.0563,18.553
55,50.772,2633.4,26.526,48.848,3100.1,21.809,65.854,236.88,342.41,94.567,77.037,32.203,8.7932,26.238,6.8486,18.74,1.6315,33.173,13.664,23.474,1.3156,18.356
56,50.824,2631.9,25.965,50.532,3100,24.03,65.813,235.92,342.4,94.634,77.289,32.203,8.7932,26.238,6.8486,18.74,1.6315,33.173,13.664,23.474,1.3156,18.356
57,50.837,2634.7,23.068,48.599,3102.8,23.475,65.836,236.23,342.05,94.54,77.614,31.997,9.045,26.284,6.9446,18.894,1.6785,33.345,13.81,23.323,1.3378,18.316
58,50.186,2637.6,25.413,50.995,3103.5,23.68,65.914,236.73,342.17,94.483,77.431,31.997,9.045,26.284,6.9446,18.894,1.6785,33.345,13.81,23.323,1.3378,18.316
59,48.861,2635.9,25.057,48.664,3102.9,22.92,66.025,237.24,342.01,94.57,77.403,32.436,8.8188,26.376,6.9496,18.676,1.6723,33.25,13.855,23.7,1.1676,18.482
60,49.255,2631.5,25.471,51.134,3099.8,23.809,66.029,237.19,341.91,94.533,77.009,32.436,8.8188,26.376,6.9496,18.676,1.6723,33.25,13.855,23.7,1.1676,18.482
61,50.588,2632.4,24.082,50.899,3097,23.194,66.002,238.86,342.35,94.823,77.209,32.64,8.8156,26.441,7.0174,19.14,1.6528,32.71,13.773,24.006,1.1658,18.815
62,49.884,2631.6,27.008,49.318,3097.7,21.931,66.024,238.95,342.3,94.635,77.465,32.64,8.8156,26.441,7.0174,19.14,1.6528,32.71,13.773,24.006,1.1658,18.815
63,50.416,2630.7,24.664,50.149,3096.9,23.54,66.036,238.49,342.03,94.859,77.319,32.348,8.7587,26.312,6.7593,18.607,1.6259,33.104,13.787,23.946,1.2683,18.505
64,49.926,2626.3,21.881,48.621,3094.6,22.113,66.061,240.29,341.88,94.83,76.876,32.348,8.7587,26.312,6.7593,18.607,1.6259,33.104,13.787,23.946,1.2683,18.505
65,52.14,2625.1,27.154,50.811,3094.5,22.895,66.022,241.09,341.73,94.805,76.937,32.294,9.0278,26.315,6.832,19.106,1.6484,33.223,13.809,23.229,1.2413,19.028
66,50.132,2629.8,25.761,50.617,3097.9,23.037,66.005,241.14,341.75,94.639,77.602,32.294,9.0278,26.315,6.832,19.106,1.6484,33.223,13.809,23.229,1.2413,19.028
67,51.3,2632.5,26.594,50.929,3099.7,24.018,66.115,239.19,341.62,94.489,77.503,32.382,9.0752,26.249,6.949,18.831,1.6745,32.887,13.708,23.291,1.2355,18.442
68,51.441,2631.8,24.005,50.592,3099.6,22.707,66.191,239.62,341.05,94.579,77.342,32.382,9.0752,26.249,6.949,18.831,1.6745,32.887,13.708,23.291,1.2355,18.442
69,49.005,2628.8,24.49,49.928,3097.4,23.454,66.244,240,340.86,94.533,77.288,32.326,8.8855,26.543,6.94,18.986,1.6965,33,13.834,23.754,1.3667,18.736
70,51.492,2628.3,26.719,50.995,3095.7,24.044,66.204,238.73,341.26,94.769,77.1,32.326,8.8855,26.543,6.94,18.986,1.6965,33,13.834,23.754,1.3667,18.736
71,48.463,2627.4,24.63,48.611,3094.5,23.633,66.189,237.17,341.18,94.673,77.152,32.294,8.8843,25.801,7.1766,18.658,1.6763,32.989,13.829,24.307,1.2073,18.887
72,50.563,2625.9,24.81,48.016,3093.8,22.195,66.151,238.95,341.2,94.781,76.745,32.294,8.8843,25.801,7.1766,18.658,1.6763,32.989,13.829,24.307,1.2073,18.887
73,46.997,2625.5,24.982,49.721,3093.7,23.641,66.094,239.25,341.63,94.893,77.177,32.169,8.7708,26.196,7.0141,19.028,1.6663,32.94,13.871,23.51,1.4481,18.905
74,51.173,2632.6,25.125,49.409,3097.4,22.59,66.059,240.88,342.02,94.927,77.914,32.169,8.7708,26.196,7.0141,19.028,1.6663,32.94,13.871,23.51,1.4481,18.905
75,49.86,2633.9,25.936,50.315,3102,22.957,66.111,238.81,341.9,94.803,77.284,32.142,8.8808,25.996,6.9509,18.643,1.6799,32.976,13.817,23.491,1.2958,18.84
76,50.136,2634.1,24.954,51.571,3101.4,23.413,66.11,239.75,341.96,94.765,77.468,32.142,8.8808,25.996,6.9509,18.643,1.6799,32.976,13.817,23.491,1.2958,18.84
77,48.986,2635.4,23.368,50.047,3103.5,23.039,66.112,240.99,342.1,94.664,77.223,32.466,8.9064,26.493,6.6343,18.928,1.6719,33.301,13.855,24.165,1.3159,18.629
78,49.473,2636.8,26.211,51.208,3104.5,22.552,66.078,241.45,342.56,94.806,77.516,32.466,8.9064,26.493,6.6343,18.928,1.6719,33.301,13.855,24.165,1.3159,18.629
79,50.021,2639,25.681,49.968,3105.4,23.291,66.09,239.51,342.1,94.434,77.656,32.145,9.0942,26.969,6.6649,19.052,1.6519,32.641,13.829,23.979,1.0994,18.615
80,49.51,2638.5,25.324,50.112,3105.1,22.108,66.146,239.09,342.16,94.536,77.106,32.145,9.0942,26.969,6.6649,19.052,1.6519,32.641,13.829,23.979,1.0994,18.615
81,51.035,2632.6,23.662,49.301,3103.5,22.448,66.135,238.79,341.46,94.367,77.164,31.859,8.9191,26.474,6.7964,18.404,1.6758,33.219,13.907,23.557,1.2386,18.755
82,50.117,2633.2,24.655,50.895,3100.1,23.112,66.065,237.34,342.27,94.39,77.316,31.859,8.9191,26.474,6.7964,18.404,1.6758,33.219,13.907,23.557,1.2386,18.755
83,50.96,2634.1,24.094,49.522,3102.7,23.675,66.05,239.61,341.98,94.44,77.368,32.054,8.7794,26.084,6.7009,19.056,1.659,33.163,13.938,23.826,1.1439,18.567
84,50.343,2633.2,25.085,50.469,3103.7,22.572,66.05,239.17,341.83,94.458,77.3,32.054,8.7794,26.084,6.7009,19.056,1.659,33.163,13.938,23.826,1.1439,18.567
85,49.2,2633.8,25.389,52.008,3102.8,22.65,66.056,236.92,341.71,94.389,77.255,31.771,8.9639,26.565,6.9039,18.616,1.6681,33.147,13.882,23.765,1.195,18.426
86,50.499,2633.5,24.896,49.717,3101.7,22.633,66.042,239.89,341.9,94.464,77.341,31.771,8.9639,26.565,6.9039,18.616,1.6681,33.147,13.882,23.765,1.195,18.426
87,49.552,2633.8,24.877,49.112,3101,23.848,66.039,238.02,342.2,94.438,77.38,32.378,9.1125,26.56,7.0663,19.037,1.6368,33.396,13.74,23.73,1.0244,18.614
88,51.096,2633.8,24.76,48.972,3101.4,23.84,66.055,239.15,342.49,94.593,77.025,32.378,9.1125,26.56,7.0663,19.037,1.6368,33.396,13.74,23.73,1.0244,18.614
89,51.802,2636.2,24.458,49.82,3100.9,22.669,66.084,241.6,342.96,94.577,77.537,32.158,9.0649,26.271,6.7557,18.306,1.6614,32.907,13.827,23.935,1.4956,18.553
90,49.943,2637,25.954,50.752,3101.1,23.833,66.111,239.87,343.05,94.771,77.472,32.158,9.0649,26.271,6.7557,18.306,1.6614,32.907,13.827,23.935,1.4956,18.553
91,50.538,2636.5,25.289,49.744,3104,23.306,66.147,238.06,342.62,94.468,77.261,32.292,9.0563,26.244,6.7053,18.879,1.6896,32.684,13.98,24.182,1.426,17.89
92,49.469,2635.4,25.842,48.876,3102.2,21.82,66.107,237.89,342.71,94.58,77.02,32.292,9.0563,26.244,6.7053,18.879,1.6896,32.684,13.98,24.182,1.426,17.89
93,49.712,2633.1,24.962,50.891,3099.9,23.582,66.041,238.04,342.7,94.406,77.206,32.594,8.9262,25.669,6.7814,18.407,1.6793,33.207,13.742,23.903,1.1787,18.318
94,48.427,2633,25.658,50.017,3098.7,21.857,66.03,237.13,342.68,94.526,77.641,32.594,8.9262,25.669,6.7814,18.407,1.6793,33.207,13.742,23.903,1.1787,18.318
95,49.737,2630.9,26.336,47.529,3098.4,23.508,66.038,238.88,341.84,94.403,77.013,32.281,8.8727,26.323,7.0464,18.814,1.642,32.992,13.747,23.768,1.1954,18.693
96,50.369,2628.8,24.954,47.81,3098.8,23.534,66.028,238.22,342.01,94.614,77.048,32.281,8.8727,26.323,7.0464,18.814,1.642,32.992,13.747,23.768,1.1954,18.693
97,49.728,2629,27.04,49.28,3096.3,23.3,65.981,235.59,341.91,94.561,77.12,32.535,8.961,26.001,6.8397,18.907,1.6757,33.117,13.85,23.797,1.2278,18.185
98,49.594,2628.4,26.671,51.218,3096.7,22.491,65.962,237.12,341.86,94.854,76.994,32.535,8.961,26.001,6.8397,18.907,1.6757,33.117,13.85,23.797,1.2278,18.185
99,49.643,2629.9,25.892,51.488,3097.3,23.745,65.954,237.65,341.65,94.617,77.514,31.886,8.8549,26.658,6.9488,19.455,1.6494,33.427,13.783,23.483,1.2957,17.975
100,49.198,2633.4,24.814,49.509,3100.6,21.814,66.004,237.59,341.72,94.673,78.011,31.886,8.8549,26.658,6.9488,19.455,1.6494,33.427,13.783,23.483,1.2957,17.975
101,50.057,2632.4,25.468,51.08,3101.3,22.709,66.105,236.51,341.29,94.508,77.1,32.078,8.9159,26.081,6.7306,18.733,1.6668,33.487,13.796,24.055,1.1578,18.539
102,51.522,2631.2,25.535,50.103,3098.4,22.895,66.111,233.2,341.75,94.744,77.046,32.078,8.9159,26.081,6.7306,18.733,1.6668,33.487,13.796,24.055,1.1578,18.539
103,50.18,2629.4,23.835,49.142,3098,23.178,66.029,236.25,341.97,94.582,77.018,32.366,8.9229,26.459,6.6519,18.75,1.6539,32.569,13.902,23.597,1.1716,18.383
104,48.252,2630.1,27.008,50.873,3097.8,23.024,65.932,236.28,341.93,94.595,77.157,32.366,8.9229,26.459,6.6519,18.75,1.6539,32.569,13.902,23.597,1.1716,18.383
105,51.34,2630.7,25.131,49.858,3097.9,23.179,65.946,235.88,341.73,94.384,77.301,32.422,9.0748,26.519,6.7676,19.055,1.6849,33.187,13.831,23.494,1.3291,18.3
106,50.447,2628.3,25.414,48.705,3098.4,23.185,65.992,232.58,340.99,94.304,77.513,32.422,9.0748,26.519,6.7676,19.055,1.6849,33.187,13.831,23.494,1.3291,18.3
107,49.225,2628.1,25.48,49.571,3096,22.662,66.037,232.91,341.46,94.505,77.389,32.46,8.9628,26.317,6.8547,19.24,1.643,33.365,13.849,23.553,1.2833,18.461
108,49.834,2623.3,25.065,50.72,3094.3,22.68,66.038,233.14,340.48,94.478,76.819,32.46,8.9628,26.317,6.8547,19.24,1.643,33.365,13.849,23.553,1.2833,18.461
109,50.694,2621.5,22.982,51.006,3090.3,23.391,65.969,232.98,340.83,94.712,77.394,32.511,8.907,25.952,7.1055,18.551,1.6475,32.679,13.88,23.675,1.184,18.32
110,48.229,2625.1,25.094,50.569,3091.9,22.665,65.977,233.74,340.5,94.522,77.572,32.511,8.907,25.952,7.1055,18.551,1.6475,32.679,13.88,23.675,1.184,18.32
111,49.977,2620.6,24.191,50.179,3091.8,24.705,66.035,231.64,339.98,94.819,76.784,31.976,9.0045,25.99,6.8672,18.558,1.6819,33.37,14.013,23.589,1.2472,18.518
112,48.623,2622.8,25.199,50.905,3091.2,23.326,65.98,231.47,340.01,94.879,77.476,31.976,9.0045,25.99,6.8672,18.558,1.6819,33.37,14.013,23.589,1.2472,18.518
113,50.043,2625.1,25.834,48.282,3095.6,22.995,65.919,232.27,339.91,94.674,77.445,31.846,8.9833,26.339,6.9329,18.636,1.6342,33.043,13.843,23.652,1.2356,18.713
114,51.188,2628.5,27.061,51.499,3097.7,23.597,65.931,232.28,340.3,94.676,77.317,31.846,8.9833,26.339,6.9329,18.636,1.6342,33.043,13.843,23.652,1.2356,18.713
115,50.336,2629.6,26.619,50.664,3100.5,23.794,65.942,229.01,340.33,94.631,77.635,31.933,9.1715,26.429,6.9038,18.68,1.6983,33.108,14.006,24.217,1.1658,18.993
116,48.743,2632.2,24.1,49.121,3101.6,22.286,65.98,229.48,340.2,94.498,77.622,31.933,9.1715,26.429,6.9038,18.68,1.6983,33.108,14.006,24.217,1.1658,18.993
117,50.945,2629.5,24.831,50.547,3099.9,22.882,65.962,227.99,340.21,94.619,77.32,31.961,8.8413,26.17,6.8448,18.795,1.6745,32.832,13.991,23.98,1.1995,18.356
118,50.631,2626.9,25.093,50.268,3098.8,22.679,65.882,227.98,340.19,94.608,76.929,31.961,8.8413,26.17,6.8448,18.795,1.6745,32.832,13.991,23.98,1.1995,18.356
119,50.563,2627.8,24.769,49.127,3097.5,22.136,65.781,227.06,340.37,94.672,77.526,32.207,8.9434,26.21,6.6672,19.187,1.6704,33.091,13.829,23.494,1.3354,18.588
120,50.52,2630.7,25.558,52.314,3100.7,23.354,65.748,229.25,340.05,94.537,77.795,32.207,8.9434,26.21,6.6672,19.187,1.6704,33.091,13.829,23.494,1.3354,18.588
121,47.373,2631.9,25.198,49.973,3103,21.642,65.825,228.64,340.17,94.472,77.637,32.106,8.9894,25.958,6.9901,19.28,1.6756,33.17,13.674,24.019,1.2809,18.293
122,49.767,2628.6,25.319,50.427,3099.9,22.605,65.863,223.69,339.96,94.339,77.614,32.106,8.9894,25.958,6.9901,19.28,1.6756,33.17,13.674,24.019,1.2809,18.293
123,49.523,2627.6,25.718,48.314,3097.6,23.178,65.897,229.61,340.64,94.543,76.748,32.638,8.8256,25.627,7.103,19.088,1.6585,33.095,13.958,23.344,1.1796,18.719
124,49.426,2626.4,24.088,51.342,3094,22.977,65.807,229.13,341.14,94.635,77.138,32.638,8.8256,25.627,7.103,19.088,1.6585,33.095,13.958,23.344,1.1796,18.719
125,49.188,2623.3,25.447,49.751,3091.3,22.208,65.735,228.29,340.96,94.835,77.236,32.328,8.8267,25.809,6.9643,18.322,1.6827,33.01,13.859,23.996,1.3738,18.62
126,50.31,2624,24.106,50.627,3091.6,22.078,65.65,228.17,341.19,94.966,76.931,32.328,8.8267,25.809,6.9643,18.322,1.6827,33.01,13.859,23.996,1.3738,18.62
127,51.802,2628.5,24.969,49.359,3094,23.95,65.597,229.36,341.44,94.886,77.441,32.091,9.0468,26.181,6.8033,18.658,1.6465,32.964,13.814,23.824,1.6,18.803
128,49.247,2630.1,26.248,49.769,3097.9,22.605,65.624,228.57,341.23,94.686,77.481,32.091,9.0468,26.181,6.8033,18.658,1.6465,32.964,13.814,23.824,1.6,18.803
129,50.796,2630.9,25.136,49.482,3101.6,22.941,65.671,228.05,340.28,94.628,77.439,32.927,9.1045,26.474,6.7632,19.035,1.6293,33.275,13.922,24.327,1.1816,19.117
130,49.766,2632,24.057,50.327,3102.5,23.376,65.68,228.39,340.46,94.447,77.631,32.927,9.1045,26.474,6.7632,19.035,1.6293,33.275,13.922,24.327,1.1816,19.117
131,49.107,2633,25.414,48.262,3101,22.865,65.709,226.8,341.17,94.552,77.671,32.011,9.0183,26.372,6.8502,18.916,1.6789,32.719,13.854,23.622,1.0718,18.524
132,49.46,2628.6,23.609,50.746,3100.8,23.035,65.735,229.63,340.36,94.373,77.688,32.011,9.0183,26.372,6.8502,18.916,1.6789,32.719,13.854,23.622,1.0718,18.524
133,51.709,2628.5,23.669,48.184,3099.8,22.154,65.785,230.58,339.92,94.595,77.225,32.105,9.0611,26.553,6.7224,19.014,1.6902,33.08,13.628,23.866,1.294,18.747
134,50.752,2628.5,25.4,48.845,3097.8,22.792,65.775,231.01,340.57,94.543,77.535,32.105,9.0611,26.553,6.7224,19.014,1.6902,33.08,13.628,23.866,1.294,18.747
135,49.284,2628.7,26.505,50.282,3100.4,23.741,65.781,228.21,340,94.433,77.241,31.762,8.9549,26.143,7.0479,19.274,1.6243,32.946,13.817,24.065,1.0206,18.637
136,51.822,2629.5,24.859,51.307,3099,22.773,65.77,230.13,340.54,94.413,77.2,31.762,8.9549,26.143,7.0479,19.274,1.6243,32.946,13.817,24.065,1.0206,18.637
137,50.424,2631.1,24.488,49.656,3100.1,24.134,65.776,228.8,340.54,94.538,77.446,31.865,8.8867,26.293,6.8372,18.842,1.6838,32.811,13.835,23.938,1.3766,18.441
138,50.14,2630,25.792,49.075,3100.1,23.095,65.796,228.13,340.51,94.715,77.08,31.865,8.8867,26.293,6.8372,18.842,1.6838,32.811,13.835,23.938,1.3766,18.441
139,49.057,2631.9,24.797,49.614,3101,22.933,65.722,229.52,341.45,94.579,77.45,32.663,9.0286,26.457,6.8994,19.138,1.6349,32.68,13.769,24.233,1.1686,18.335
140,49.739,2633.5,24.658,50.185,3102.5,22.382,65.708,231.91,341.88,94.581,77.179,32.663,9.0286,26.457,6.8994,19.138,1.6349,32.68,13.769,24.233,1.1686,18.335
141,50.606,2636.6,24.173,49.472,3102.9,23.155,65.743,230.77,341.96,94.499,77.895,32.309,8.8092,26.644,6.84,19.348,1.6412,33.155,13.769,24.09,1.1969,18.413
142,50.18,2634.1,25.954,50.616,3102.8,23.926,65.776,228.04,341.31,94.591,77.047,32.309,8.8092,26.644,6.84,19.348,1.6412,33.155,13.769,24.09,1.1969,18.413
143,50.546,2634.2,26.904,49.809,3101.9,22.718,65.766,228.69,341.74,94.596,77.209,32.243,8.8823,26.963,6.983,19.234,1.6875,32.923,13.786,24.12,1.4934,18.72
144,48.51,2631.4,25.969,49.442,3101.8,22.368,65.709,229.98,341.55,94.574,77.477,32.243,8.8823,26.963,6.983,19.234,1.6875,32.923,13.786,24.12,1.4934,18.72
145,51.819,2636.8,24.23,50.209,3101.7,22.225,65.703,229.19,342.68,94.592,77.603,32.157,8.841,25.807,6.9763,18.516,1.6762,32.988,13.91,24.215,1.2126,18.979
